plant_nb	genotype	background	temperature	fluctuation	day.length	vernalization	survival.bolt	bolt	days.to.bolt	days.to.flower	rosette.leaf.num	cauline.leaf.num	blade.length.mm	total.leaf.length.mm	blade.ratio
3	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	134	153	94	6	17.9	34	0.526470588
4	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	141	176	106	11	28.6	52.8	0.541666667
5	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	142	162	90	9	18.9	33.7	0.560830861
6	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	146	NA	NA	NA	20.8	37.6	0.553191489
7	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	159	182	112	5	20.4	40.9	0.498777506
8	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	159	182	104	7	20.2	37.3	0.54155496
1	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	59	73	43	9	22.6	39.4	0.573604061
2	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	63	78	51	8	27.5	41.6	0.661057692
3	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	63	78	54	8	26.8	36.1	0.742382271
4	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	63	78	59	7	33.7	55.7	0.60502693
5	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	64	NA	NA	NA	26.9	39.7	0.677581864
6	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	64	78	51	10	22.8	39.7	0.574307305
7	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	66	81	56	8	29.3	44.1	0.664399093
8	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	69	82	57	8	26.1	41.9	0.622911695
1	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	104	129	72	5	24.1	38.5	0.625974026
2	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	109	132	82	7	28.4	39.6	0.717171717
3	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	122	155	85	5	25	43.2	0.578703704
4	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	123	146	83	5	24.8	39.2	0.632653061
5	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	126	146	78	4	18.9	33.2	0.569277108
6	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	134	157	87	6	23	40.8	0.56372549
7	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	134	159	80	5	20	38.2	0.523560209
8	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	151	174	93	9	22.7	44.3	0.51241535
1	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	45	50	33	5	22.9	35.3	0.648725212
2	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	58	64	54	10	NA	NA	NA
3	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	63	69	53	11	NA	NA	NA
4	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	64	70	52	9	22.1	28	0.789285714
5	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	65	70	55	12	NA	NA	NA
6	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	83	92	NA	NA	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	86	93	53	10	21.4	31.7	0.675078864
8	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	88	93	71	10	26.9	35.2	NA
1	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	Y	131	134	NA	NA	NA	NA	NA
2	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	Y	135	149	NA	NA	NA	NA	NA
3	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
4	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
5	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
6	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
8	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA	NA
1	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	35	42	29	6	25.1	45.8	0.548034934
2	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	35	42	27	5	25.1	47.6	0.527310924
3	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	36	44	28	5	24.3	44.6	0.544843049
4	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	39	47	30	5	24.3	44.1	0.551020408
5	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	41	48	35	4	NA	NA	NA
6	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	42	48	37	6	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	45	53	39	5	NA	NA	NA
8	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	45	50	39	6	NA	NA	NA
1	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	74	81	57	12	NA	NA	NA
2	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	80	91	69	10	NA	NA	NA
3	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	93	102	73	12	NA	NA	NA
4	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	130	NA	NA	NA	NA	NA	NA
1	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	53	66	47	11	21.3	39.7	0.536523929
2	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	54	68	52	9	19.4	36.2	0.535911602
3	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	54	66	53	8	20	37	0.540540541
4	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	55	69	51	10	24.2	43	0.562790698
5	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	55	69	56	9	24	45.4	0.528634361
6	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	56	70	49	8	21.3	36.1	0.590027701
7	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	56	69	52	9	18	30.9	0.582524272
8	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	58	71	52	8	12.8	32.5	0.393846154
1	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	104	127	78	7	20.2	33.6	0.601190476
2	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	110	136	86	10	29.5	47.2	0.625
3	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	111	138	89	7	23.2	41	0.565853659
4	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	116	NA	NA	NA	20.5	37.1	0.552560647
5	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	119	145	83	8	19.8	33.4	0.592814371
6	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	126	154	85	9	24.6	39.6	0.621212121
7	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	133	163	99	7	NA	NA	NA
8	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	133	159	89	10	19.7	35	0.562857143
1	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	54	67	54	9	23.2	40.3	0.575682382
2	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	55	68	55	8	24.4	33.4	0.730538922
3	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	56	69	50	8	22.4	38.1	0.587926509
4	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	56	71	52	10	22.7	41.1	0.552311436
5	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	56	69	54	9	29.4	41.5	0.708433735
6	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	57	69	55	8	20.5	34.5	0.594202899
7	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	57	71	52	8	22.2	38.9	0.570694087
8	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	62	74	46	8	23.5	39.2	0.599489796
1	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	98	122	79	9	31.2	52.7	0.592030361
2	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	101	123	68	9	22.8	40.2	0.567164179
3	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	110	131	80	6	24.3	40.6	0.598522167
4	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	110	132	77	5	22	37.3	0.589812332
5	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	116	142	84	7	20.6	35.7	0.577030812
6	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	123	147	69	8	23.3	40.7	0.572481572
7	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	132	153	87	4	18.1	40.7	0.444717445
8	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	132	157	88	5	20.7	39.7	0.521410579
1	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	39	NA	35	7	22.5	34.9	0.64469914
2	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	60	65	47	8	19.3	32.9	0.58662614
3	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	62	70	47	8	22.1	33.9	0.651917404
4	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	65	70	53	11	NA	NA	NA
5	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	72	79	58	13	NA	NA	NA
6	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	76	83	61	12	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	78	83	54	11	NA	NA	NA
8	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	81	88	55	5	24.5	44.1	0.555555556
1	vin3-4 FRI	Col FRI	22	Con	8	V	Y	Y	151	161	NA	NA	NA	NA	NA
2	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
3	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
4	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
5	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
6	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
8	vin3-4 FRI	Col FRI	22	Con	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
1	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	35	43	34	7	25.9	46.9	0.552238806
2	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	39	45	34	7	23.6	42.6	0.55399061
3	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	40	45	35	7	23.9	44.4	0.538288288
4	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	41	47	32	5	NA	NA	NA
5	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	42	47	35	6	24.9	48.5	0.513402062
6	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	44	52	33	6	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	45	52	36	6	NA	NA	NA
8	vin3-4 FRI	Col FRI	22	Var	16	V	Y	Y	48	55	38	8	NA	NA	NA
1	vin3-4 FRI	Col FRI	22	Var	8	V	Y	Y	83	97	56	7	27.5	52.3	0.52581262
2	vin3-4 FRI	Col FRI	22	Var	8	V	Y	Y	98	112	70	6	NA	NA	NA
3	vin3-4 FRI	Col FRI	22	Var	8	V	Y	Y	118	NA	NA	NA	NA	NA	NA
4	vin3-4 FRI	Col FRI	22	Var	8	V	Y	Y	132	NA	NA	NA	NA	NA	NA
5	vin3-4 FRI	Col FRI	22	Var	8	V	Y	N	162	NA	NA	NA	NA	NA	NA
