plant_nb	genotype	background	temperature	fluctuation	day.length	vernalization	survival.bolt	bolt	days.to.bolt	days.to.flower	rosette.leaf.num	cauline.leaf.num	blade.length.mm	total.leaf.length.mm
6	ld-1	Col	22	Var	16	NV	Y	Y	53	60	38	6	NA	NA
7	ld-1	Col	22	Var	16	NV	Y	Y	53	61	36	7	NA	NA
8	ld-1	Col	22	Var	16	NV	Y	Y	56	64	40	10	NA	NA
1	ld-1	Col	22	Var	8	NV	Y	Y	113	NA	NA	NA	NA	NA
2	ld-1	Col	22	Var	8	NV	Y	Y	123	NA	NA	NA	NA	NA
3	ld-1	Col	22	Var	8	NV	Y	Y	130	145	NA	NA	NA	NA
4	ld-1	Col	22	Var	8	NV	Y	Y	147	NA	NA	NA	NA	NA
1	Ler-1	Ler	12	Con	16	NV	Y	Y	29	46	9	4	10.4	12.9
2	Ler-1	Ler	12	Con	16	NV	Y	Y	29	45	13	4	8.2	14.4
3	Ler-1	Ler	12	Con	16	NV	Y	Y	29	44	11	4	13.6	17
4	Ler-1	Ler	12	Con	16	NV	Y	Y	31	44	13	4	16.4	23.1
5	Ler-1	Ler	12	Con	16	NV	Y	Y	32	48	11	4	12.6	18.3
6	Ler-1	Ler	12	Con	16	NV	Y	Y	33	47	11	4	15.8	21.6
7	Ler-1	Ler	12	Con	16	NV	Y	Y	33	47	9	4	13.1	17.5
8	Ler-1	Ler	12	Con	16	NV	Y	Y	34	46	14	4	14.6	19.7
1	Ler-1	Ler	12	Con	8	NV	Y	Y	57	78	30	10	17.4	26.8
2	Ler-1	Ler	12	Con	8	NV	Y	Y	57	78	31	11	18.6	29.9
3	Ler-1	Ler	12	Con	8	NV	Y	Y	57	79	30	11	16.2	25
4	Ler-1	Ler	12	Con	8	NV	Y	Y	66	88	37	8	24.6	34.2
5	Ler-1	Ler	12	Con	8	NV	Y	Y	72	96	36	10	24	34.9
6	Ler-1	Ler	12	Con	8	NV	Y	Y	75	98	43	9	21.1	32.8
7	Ler-1	Ler	12	Con	8	NV	Y	Y	77	101	35	10	26.6	40
8	Ler-1	Ler	12	Con	8	NV	Y	Y	92	116	39	10	39.7	55.1
1	Ler-1	Ler	12	Var	16	NV	Y	Y	32	46	14	4	14.5	19.8
2	Ler-1	Ler	12	Var	16	NV	Y	Y	33	44	14	4	16.7	24.1
3	Ler-1	Ler	12	Var	16	NV	Y	Y	33	46	14	3	16.7	23.8
4	Ler-1	Ler	12	Var	16	NV	Y	Y	33	46	13	3	14	20.9
5	Ler-1	Ler	12	Var	16	NV	Y	Y	33	46	10	4	18.8	27.2
6	Ler-1	Ler	12	Var	16	NV	Y	Y	34	47	12	4	17.6	26.8
7	Ler-1	Ler	12	Var	16	NV	Y	Y	34	48	12	5	17.1	26.9
8	Ler-1	Ler	12	Var	16	NV	Y	Y	34	50	12	4	15.8	23.6
1	Ler-1	Ler	12	Var	8	NV	Y	Y	60	80	32	10	24.2	32.6
2	Ler-1	Ler	12	Var	8	NV	Y	Y	61	81	30	11	17.6	24.8
3	Ler-1	Ler	12	Var	8	NV	Y	Y	62	80	42	12	21.8	34.8
4	Ler-1	Ler	12	Var	8	NV	Y	Y	63	88	30	11	20.9	31.6
5	Ler-1	Ler	12	Var	8	NV	Y	Y	63	87	30	12	19.7	34.6
6	Ler-1	Ler	12	Var	8	NV	Y	Y	65	90	29	11	28.9	39.7
7	Ler-1	Ler	12	Var	8	NV	Y	Y	65	83	36	10	38.2	51.6
8	Ler-1	Ler	12	Var	8	NV	Y	Y	68	93	31	11	21.4	36
1	Ler-1	Ler	22	Con	16	NV	Y	Y	18	25	7	3	NA	11.2
2	Ler-1	Ler	22	Con	16	NV	Y	Y	18	24	7	2	NA	11.1
3	Ler-1	Ler	22	Con	16	NV	Y	Y	19	24	7	3	10.8	13.3
4	Ler-1	Ler	22	Con	16	NV	Y	Y	19	25	6	3	9.6	10.9
5	Ler-1	Ler	22	Con	16	NV	Y	Y	19	26	9	2	NA	NA
6	Ler-1	Ler	22	Con	16	NV	Y	Y	19	26	8	2	NA	NA
7	Ler-1	Ler	22	Con	16	NV	Y	Y	20	26	8	3	NA	NA
8	Ler-1	Ler	22	Con	16	NV	Y	Y	20	26	8	2	NA	NA
1	Ler-1	Ler	22	Con	8	NV	Y	Y	48	59	24	10	NA	NA
2	Ler-1	Ler	22	Con	8	NV	Y	Y	48	57	23	8	NA	NA
3	Ler-1	Ler	22	Con	8	NV	Y	Y	48	56	21	4	NA	NA
4	Ler-1	Ler	22	Con	8	NV	Y	Y	50	60	26	8	NA	NA
5	Ler-1	Ler	22	Con	8	NV	Y	Y	52	60	29	7	NA	NA
6	Ler-1	Ler	22	Con	8	NV	Y	Y	54	64	24	9	NA	NA
7	Ler-1	Ler	22	Con	8	NV	Y	Y	54	63	27	8	NA	NA
8	Ler-1	Ler	22	Con	8	NV	Y	Y	55	64	30	8	26.2	42.6
9	Ler-1	Ler	22	Con	8	NV	Y	Y	56	64	25	8	NA	NA
10	Ler-1	Ler	22	Con	8	NV	Y	Y	57	65	30	11	35.2	50.4
11	Ler-1	Ler	22	Con	8	NV	Y	Y	58	65	33	10	27.7	42.1
12	Ler-1	Ler	22	Con	8	NV	Y	Y	62	69	31	9	31.6	41.9
1	Ler-1	Ler	22	Var	16	NV	Y	Y	19	27	6	2	8.4	11.4
2	Ler-1	Ler	22	Var	16	NV	Y	Y	19	26	6	3	7.6	11.5
3	Ler-1	Ler	22	Var	16	NV	Y	Y	19	26	5	2	7.1	10.2
4	Ler-1	Ler	22	Var	16	NV	Y	Y	20	27	7	3	NA	NA
5	Ler-1	Ler	22	Var	16	NV	Y	Y	21	28	7	2	8.9	13
6	Ler-1	Ler	22	Var	16	NV	Y	Y	21	27	8	2	NA	NA
7	Ler-1	Ler	22	Var	16	NV	Y	Y	22	29	6	2	NA	NA
8	Ler-1	Ler	22	Var	16	NV	Y	Y	22	28	6	2	NA	NA
1	Ler-1	Ler	22	Var	8	NV	Y	Y	35	46	10	3	11	26.3
2	Ler-1	Ler	22	Var	8	NV	Y	Y	36	56	10	4	11.3	27.3
3	Ler-1	Ler	22	Var	8	NV	Y	Y	36	58	11	3	13.1	29.4
4	Ler-1	Ler	22	Var	8	NV	Y	Y	36	87	8	3	NA	NA
5	Ler-1	Ler	22	Var	8	NV	Y	Y	38	58	10	3	11.8	29.2
6	Ler-1	Ler	22	Var	8	NV	Y	Y	38	52	10	4	NA	NA
7	Ler-1	Ler	22	Var	8	NV	Y	Y	43	51	13	3	NA	NA
8	Ler-1	Ler	22	Var	8	NV	Y	Y	46	54	16	4	NA	NA
1	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	80	98	79	10	16.8	29.3
2	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	82	100	84	10	25.9	34.3
3	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	83	102	64	9	19.7	32.6
4	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	83	102	72	10	20.7	32.2
5	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	83	102	64	8	18.3	33.6
6	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	84	100	77	9	19.7	30.4
7	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	87	102	78	9	20.83	32.4
8	prmt5 FRI	Col FRI	12	Con	16	NV	Y	Y	88	106	73	9	18.4	28.9
1	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	105	125	77	7	17.7	30
2	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	106	126	42	6	18.5	30.9
3	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	108	130	75	7	20.1	34.1
4	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	109	127	80	7	18.3	32.5
5	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	109	131	77	7	22.5	34
6	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	109	134	75	6	17.6	31.7
7	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	110	133	78	9	27.2	48.1
8	prmt5 FRI	Col FRI	12	Con	8	NV	Y	Y	112	132	87	7	18.8	35.6
1	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	82	98	74	8	19.8	33.9
2	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	87	105	83	4	30	48.4
3	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	88	104	69	11	22	34.5
4	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	88	104	70	9	19.9	31.1
5	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	89	108	73	7	20.6	33.6
6	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	90	104	73	8	19.4	28.6
7	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	94	112	81	8	24.3	35.1
8	prmt5 FRI	Col FRI	12	Var	16	NV	Y	Y	102	117	54	10	15.4	26.2
1	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	101	122	84	9	30.1	46.9
2	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	109	131	73	7	18.3	27.2
3	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	109	129	70	7	21.1	30.6
4	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	113	134	75	6	21.1	36.9
5	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	115	136	73	7	21	32.9
6	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	116	139	78	8	20.1	33.6
7	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	116	137	84	8	23.2	37.3
8	prmt5 FRI	Col FRI	12	Var	8	NV	Y	Y	118	140	75	7	20.9	35.5
1	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	102	111	91	10	20.5	31.9
2	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	107	NA	NA	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	108	117	NA	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	109	NA	NA	NA	11.7	32.2
5	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	128	135	NA	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	142	NA	NA	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	152	NA	NA	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	16	NV	Y	Y	152	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
2	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
5	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
6	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
7	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	49	57	38	6	26.3	43.1
2	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	50	59	40	6	23.6	35.4
3	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	52	60	48	7	NA	NA
4	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	53	61	42	5	21.5	36.4
5	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	57	62	43	7	25.5	41.7
6	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	64	72	50	5	NA	NA
7	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	65	73	52	7	NA	NA
8	prmt5 FRI	Col FRI	22	Var	16	NV	Y	Y	66	73	54	8	NA	NA
1	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
2	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
3	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
4	prmt5 FRI	Col FRI	22	Var	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	56	72	53	9	17.3	31.1
2	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	56	73	51	10	19.9	30.2
3	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	57	76	49	8	17.4	30.1
4	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	59	76	46	8	16.8	29
5	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	59	73	52	8	12.8	28.3
6	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	60	77	51	8	12	33
7	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	62	78	51	6	21.5	33.9
8	prmt5 FRI	Col FRI	12	Con	16	V	Y	Y	63	80	65	10	21.8	34.3
1	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	70	90	57	5	18.2	28.3
2	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	74	94	58	5	21	29
3	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	81	120	66	8	15.9	27.7
4	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	82	104	62	5	19.8	33.1
5	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	83	102	64	8	17.4	29.4
6	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	89	112	69	8	24.6	36.5
7	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	92	118	64	8	18.8	31.3
8	prmt5 FRI	Col FRI	12	Con	8	V	Y	Y	92	115	62	8	20.8	35
1	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	51	65	46	5	17.3	27.9
2	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	53	65	49	6	19.6	33
3	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	55	68	44	7	20.5	32.1
4	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	55	70	56	8	31.3	48.5
5	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	56	68	52	10	20.5	33.1
6	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	56	72	50	6	22.1	33.9
7	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	57	73	52	8	18.5	28.9
8	prmt5 FRI	Col FRI	12	Var	16	V	Y	Y	58	73	48	7	21.5	36
1	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	72	92	55	6	19.2	30.9
2	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	75	92	67	6	28.4	45.8
3	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	75	94	59	6	19.8	32
4	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	78	96	28	6	18.8	33.2
5	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	79	98	62	6	20.3	36.1
6	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	81	102	59	5	22.4	35.3
7	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	84	107	60	6	20.6	34.5
8	prmt5 FRI	Col FRI	12	Var	8	V	Y	Y	88	112	64	9	22.7	40.6
1	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	39	45	38	9	18.7	31.2
2	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	41	46	39	10	19.4	32
3	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	43	48	39	9	20.5	31.6
4	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	44	50	37	7	19.5	29.5
5	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	44	49	44	9	NA	NA
6	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	48	55	45	11	NA	NA
7	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	53	58	51	9	NA	NA
8	prmt5 FRI	Col FRI	22	Con	16	V	Y	Y	57	64	48	12	NA	NA
1	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	84	90	63	9	NA	NA
2	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	85	92	59	11	NA	NA
3	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	88	99	63	11	21.9	36.6
4	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	89	99	49	10	NA	NA
5	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	91	99	68	10	NA	NA
6	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	104	118	37	4	NA	NA
7	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	105	118	NA	NA	NA	NA
8	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	113	NA	NA	NA	NA	NA
9	prmt5 FRI	Col FRI	22	Con	8	V	Y	Y	122	NA	NA	NA	NA	NA
1	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	26	34	25	4	20.1	35.7
2	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	26	32	22	5	18.4	33.6
3	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	26	33	23	5	17.7	31.4
4	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	28	33	25	3	22	33.3
5	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	28	36	18	3	NA	NA
6	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	29	36	21	4	NA	NA
7	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	31	39	18	3	NA	NA
8	prmt5 FRI	Col FRI	22	Var	16	V	Y	Y	36	43	24	3	NA	NA
1	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	54	61	47	7	25.6	45.8
2	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	54	62	47	9	NA	NA
3	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	55	65	52	9	NA	NA
4	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	57	68	52	11	NA	NA
5	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	58	67	43	10	28.4	43.9
6	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	58	68	52	10	NA	NA
7	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	59	66	48	10	29.9	49.5
8	prmt5 FRI	Col FRI	22	Var	8	V	Y	Y	63	70	49	10	24.2	39.6
1	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	59	71	53	9	21.9	32
2	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	61	75	49	10	24.2	36.5
3	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	62	75	38	7	23.7	39.2
4	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	62	78	61	11	22.2	39.9
5	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	63	76	63	11	24.9	45.2
6	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	64	79	54	11	23.2	39.3
7	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	65	81	46	9	24.1	38.6
8	vin3-4 FRI	Col FRI	12	Con	16	NV	Y	Y	66	83	52	7	20.2	32.2
1	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	118	143	90	5	19.2	30.6
2	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	123	144	92	6	20.2	40.8
3	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	134	153	94	6	17.9	34
4	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	141	176	106	11	28.6	52.8
5	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	142	162	90	9	18.9	33.7
6	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	146	NA	NA	NA	20.8	37.6
7	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	159	182	112	5	20.4	40.9
8	vin3-4 FRI	Col FRI	12	Con	8	NV	Y	Y	159	182	104	7	20.2	37.3
1	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	59	73	43	9	22.6	39.4
2	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	63	78	51	8	27.5	41.6
3	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	63	78	54	8	26.8	36.1
4	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	63	78	59	7	33.7	55.7
5	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	64	NA	NA	NA	26.9	39.7
6	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	64	78	51	10	22.8	39.7
7	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	66	81	56	8	29.3	44.1
8	vin3-4 FRI	Col FRI	12	Var	16	NV	Y	Y	69	82	57	8	26.1	41.9
1	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	104	129	72	5	24.1	38.5
2	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	109	132	82	7	28.4	39.6
3	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	122	155	85	5	25	43.2
4	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	123	146	83	5	24.8	39.2
5	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	126	146	78	4	18.9	33.2
6	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	134	157	87	6	23	40.8
7	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	134	159	80	5	20	38.2
8	vin3-4 FRI	Col FRI	12	Var	8	NV	Y	Y	151	174	93	9	22.7	44.3
1	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	45	50	33	5	22.9	35.3
2	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	58	64	54	10	NA	NA
3	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	63	69	53	11	NA	NA
4	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	64	70	52	9	22.1	28
5	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	65	70	55	12	NA	NA
6	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	83	92	NA	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	86	93	53	10	21.4	31.7
8	vin3-4 FRI	Col FRI	22	Con	16	NV	Y	Y	88	93	71	10	26.9	35.2
1	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	Y	131	134	NA	NA	NA	NA
2	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	Y	135	149	NA	NA	NA	NA
3	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
4	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
5	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
6	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
7	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
8	vin3-4 FRI	Col FRI	22	Con	8	NV	Y	N	162	NA	NA	NA	NA	NA
1	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	35	42	29	6	25.1	45.8
2	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	35	42	27	5	25.1	47.6
3	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	36	44	28	5	24.3	44.6
4	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	39	47	30	5	24.3	44.1
5	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	41	48	35	4	NA	NA
6	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	42	48	37	6	NA	NA
7	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	45	53	39	5	NA	NA
8	vin3-4 FRI	Col FRI	22	Var	16	NV	Y	Y	45	50	39	6	NA	NA
1	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	74	81	57	12	NA	NA
2	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	80	91	69	10	NA	NA
3	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	93	102	73	12	NA	NA
4	vin3-4 FRI	Col FRI	22	Var	8	NV	Y	Y	130	NA	NA	NA	NA	NA
1	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	53	66	47	11	21.3	39.7
2	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	54	68	52	9	19.4	36.2
3	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	54	66	53	8	20	37
4	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	55	69	51	10	24.2	43
5	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	55	69	56	9	24	45.4
6	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	56	70	49	8	21.3	36.1
7	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	56	69	52	9	18	30.9
8	vin3-4 FRI	Col FRI	12	Con	16	V	Y	Y	58	71	52	8	12.8	32.5
1	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	104	127	78	7	20.2	33.6
2	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	110	136	86	10	29.5	47.2
3	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	111	138	89	7	23.2	41
4	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	116	NA	NA	NA	20.5	37.1
5	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	119	145	83	8	19.8	33.4
6	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	126	154	85	9	24.6	39.6
7	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	133	163	99	7	NA	NA
8	vin3-4 FRI	Col FRI	12	Con	8	V	Y	Y	133	159	89	10	19.7	35
1	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	54	67	54	9	23.2	40.3
2	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	55	68	55	8	24.4	33.4
3	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	56	69	50	8	22.4	38.1
4	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	56	71	52	10	22.7	41.1
5	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	56	69	54	9	29.4	41.5
6	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	57	69	55	8	20.5	34.5
7	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	57	71	52	8	22.2	38.9
8	vin3-4 FRI	Col FRI	12	Var	16	V	Y	Y	62	74	46	8	23.5	39.2
1	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	98	122	79	9	31.2	52.7
2	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	101	123	68	9	22.8	40.2
3	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	110	131	80	6	24.3	40.6
4	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	110	132	77	5	22	37.3
5	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	116	142	84	7	20.6	35.7
6	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	123	147	69	8	23.3	40.7
7	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	132	153	87	4	18.1	40.7
8	vin3-4 FRI	Col FRI	12	Var	8	V	Y	Y	132	157	88	5	20.7	39.7
1	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	39	NA	35	7	22.5	34.9
2	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	60	65	47	8	19.3	32.9
3	vin3-4 FRI	Col FRI	22	Con	16	V	Y	Y	62	70	47	8	22.1	33.9
