gene	Log2FoldToZero_17c_15min	TLog2FoldToZero_17c_1hr	Log2FoldToZero_17c_4hr	Log2FoldToZero_27c_15min	Log2FoldToZero_27c_1hr	Log2FoldToZero_27c_4hr	cluster
AT5G58787	0.315301698	0.216718058	1.019038485	0.556098736	1.567622356	1.737589532	cluster2
AT5G59420	0.044231241	-0.109369248	0.270717756	0.082756433	0.368214802	0.499178116	cluster2
AT5G59780	-0.142177906	0.518855163	1.364593932	0.229918151	0.764042612	1.642950116	cluster2
AT5G62930	-0.181256294	-0.387468142	-0.205892378	-0.164005734	0.181881854	0.463392876	cluster2
AT5G65480	0.324159577	0.213668201	0.908260459	0.830388597	1.016583919	1.047418291	cluster2
AT5G65640	-0.036397535	-1.250070738	-0.335810159	-0.666684806	0.212558353	-0.494723347	cluster2
AT5G66880	-0.074878693	-0.361177264	0.793613916	0.387533294	0.684423157	1.59820272	cluster2
AT5G67420	0.167312523	0.777225961	0.995007366	0.749674203	0.959772388	0.901896765	cluster2
AT1G01500	0.197068532	0.946639315	1.90909184	-0.749342696	-0.780955284	1.182310903	cluster3
AT1G08090	-0.169802319	0.359382119	4.524669384	0.138560574	-1.292605764	0.987931492	cluster3
AT1G08720	0.197862946	0.333783866	0.517850977	0.587405881	0.314525398	0.606218255	cluster3
AT1G08890	0.589793967	0.228886032	0.768975077	-0.261812715	-0.460090144	0.568915551	cluster3
AT1G09240	0.132740285	0.290821568	0.677525315	-0.068164519	-1.58920412	-1.536303207	cluster3
AT1G10060	0.101318773	-0.566988059	1.479345301	-0.930817426	-0.997415364	0.829640101	cluster3
AT1G10090	0.148994951	1.080450223	0.746505623	0.528989833	0.210348313	0.360057107	cluster3
AT1G12090	-0.24907249	0.24781713	1.056020439	-0.563013696	-0.771907286	0.504532861	cluster3
AT1G13510	-0.625050711	0.14805172	0.970024032	-0.722878706	-0.339767508	-0.741433958	cluster3
AT1G14540	2.960616109	3.165820188	5.655478611	2.774859752	3.802648621	2.531793882	cluster3
AT1G18150	-0.04188916	-0.066457919	0.535695553	-0.292975797	-1.053709787	-0.197721784	cluster3
AT1G21110	0.846387311	0.160788055	1.908573709	0.019496955	-1.237497052	-0.235668987	cluster3
AT1G21120	2.303052615	1.774817572	4.266093886	0.624271031	0.395946448	0.79331216	cluster3
AT1G21540	0.264469485	0.255639786	1.107836418	-0.938024107	-1.652686719	-0.061800227	cluster3
AT1G22070	0.310543634	0.265004586	1.375642859	-0.223903528	-0.968097888	0.845256446	cluster3
AT1G22570	0.82425192	2.202328235	2.992925553	1.400807072	0.025444411	2.674995205	cluster3
AT1G26380	1.721457857	1.736622199	5.319714009	-0.471481789	-1.02980671	2.227340517	cluster3
AT1G27930	0.160159324	0.192232309	0.745655045	-0.377471427	-0.651713095	0.036670684	cluster3
AT1G28610	0.477457949	0.649998231	0.559078201	0.319756437	-0.510114403	0.486721265	cluster3
AT1G30370	3.76447634	1.117509519	2.744834055	0.66408534	0.69166847	1.253890247	cluster3
AT1G31230	-0.106094259	-0.280765766	-0.148475027	-0.024820324	-1.338587704	-0.664104967	cluster3
AT1G32540	0.129586894	0.003339666	0.487006976	-0.872478767	-1.386818314	-0.214297853	cluster3
AT1G51800	-0.030081144	0.059499532	1.552322326	-0.093173821	-0.018386256	0.220936186	cluster3
AT1G51805	0.429593048	0.677046426	1.064884687	0.260142808	-0.723865296	0.066217047	cluster3
AT1G61840	0.605093567	2.477087209	1.205445762	-0.001660325	-1.07797049	0.867527697	cluster3
AT1G63220	-0.001001776	-0.066540098	0.257053237	-0.110518046	-0.637718373	-0.426895801	cluster3
AT1G63880	-0.004293721	0.049899572	1.702910174	-0.374596618	-0.660554709	0.875878882	cluster3
AT1G64170	-0.2011741	-0.602358214	2.198511817	-0.454450548	-1.888583096	0.974240876	cluster3
AT1G65390	2.226979578	2.279999479	4.102310691	1.553249643	0.264470106	-0.091303611	cluster3
AT1G65690	0.224688621	-0.620284306	1.083276726	-0.60255854	-0.489497498	-0.032805153	cluster3
AT1G67800	0.322903329	-0.034372096	0.280316307	0.226680082	-1.089626188	-0.657453631	cluster3
AT1G68390	0.038970603	0.482207946	0.552440678	-0.421436778	-0.842413619	-1.152742785	cluster3
AT1G72416	1.389417891	3.493212706	3.9589886	4.107478777	3.308582131	4.762774801	cluster3
AT1G74080	-0.076198276	1.199683296	2.976904276	-0.242858912	1.208141357	1.663829207	cluster3
AT1G79320	0.082055852	0.031452602	1.189352583	-0.907554023	0.329210589	0.061951304	cluster3
AT2G02630	0.42988632	2.112118884	1.207285339	0.21443419	-0.367357982	0.84532934	cluster3
AT2G16660	0.239647998	1.521564485	0.867748432	0.805983149	0.479117844	0.514990194	cluster3
AT2G18690	2.695312904	2.440459557	2.537052949	2.443258871	1.921442969	0.9131838	cluster3
AT2G22300	0.169410631	0.295668231	0.824193528	0.625401456	-0.199350116	0.843256544	cluster3
AT2G28270	-0.145917989	-1.617524362	2.39139632	-1.381147986	-2.849598227	-0.390442373	cluster3
AT2G31360	-0.230957416	-0.13691592	0.849782376	-0.647314265	-1.11400137	0.16277654	cluster3
AT2G37460	0.273269344	0.426768095	0.732494136	0.036634932	-0.136184502	-0.123317444	cluster3
AT2G38860	0.03040576	0.339716404	0.45732363	-0.043222792	-0.61944287	-0.290325168	cluster3
AT2G40330	-1.13472065	0.970354846	2.604767358	-1.789662982	-0.709988324	1.595844114	cluster3
AT2G41870	1.950870144	1.742034186	1.671966307	1.410053584	1.343729658	0.963180723	cluster3
AT2G46495	-0.136666075	0.24458884	1.931575202	-0.117639024	-0.962908201	-0.079319251	cluster3
AT2G46650	-0.091904357	0.479966872	0.245299563	-0.110127929	-0.555368275	-0.561500878	cluster3
AT2G46870	0.684420323	0.911915693	0.808177455	-0.279108447	-0.177330085	0.782895999	cluster3
AT3G02250	0.206150288	0.176496213	0.446592783	-0.134074236	-0.678877414	-0.261951915	cluster3
AT3G03780	0.020020985	0.246355817	0.163293272	0.080709175	-1.169346493	-0.918420549	cluster3
AT3G07195	0.934171642	1.168327499	2.19564494	1.033426884	-1.037861376	0.362459089	cluster3
AT3G09540	0.135903629	0.273466277	0.603160902	0.038928263	-0.483551268	-0.670645368	cluster3
AT3G09940	-0.212729719	1.078541196	0.740239278	0.153338458	-0.170751867	0.229134051	cluster3
AT3G12710	0.307035232	-0.642432824	0.423441297	-0.522698897	-0.932128294	0.103018694	cluster3
AT3G13610	-0.280752708	-0.659876409	1.087838876	0.358668831	-1.080265713	-0.071840641	cluster3
AT3G25730	-0.825812577	1.252773435	0.297199613	-0.973116519	0.170335706	-0.641217473	cluster3
AT3G28130	0.457717924	0.315187906	0.561978593	0.230724489	-0.72980557	0.478744955	cluster3
AT3G28910	0.431194522	-0.446149265	0.458850316	-0.668019247	-1.156333348	-0.153231301	cluster3
AT3G44970	-0.091762653	0.243410821	0.831251202	0.331692155	0.004893135	0.430625782	cluster3
AT3G46270	-0.421605242	0.032271754	1.430273033	-0.210946359	0.003737886	-0.203956907	cluster3
AT3G46490	0.167506239	-0.125077258	0.131841834	-0.12607778	-1.532612019	-0.086197884	cluster3
AT3G50350	0.303862154	1.237056872	1.411192137	0.091010493	0.144793821	0.020659757	cluster3
AT3G52450	1.893333275	0.965214792	1.191367226	0.918231337	0.685344753	0.486694745	cluster3
AT4G01630	0.211872223	1.096169125	0.853438029	0.177299357	-1.785637784	-1.826177119	cluster3
AT4G03400	-0.527951251	0.718208256	0.456398597	-1.183720109	-1.099490179	0.018280789	cluster3
AT4G09510	0.177902575	0.40787992	0.291934873	-0.110442962	-0.40205987	-0.540601574	cluster3
AT4G12120	0.026473772	-0.077785369	0.426521419	-0.210936686	-0.652156251	-0.495957405	cluster3
AT4G12320	0.040056164	-0.045066836	0.332413993	-0.216168652	-0.702263735	-0.339936027	cluster3
AT4G13420	-0.004025037	1.320627239	1.838464681	0.606176066	0.344183864	0.109669355	cluster3
AT4G14630	-0.012639328	1.53859702	3.284479085	1.286574359	1.107712573	1.774441059	cluster3
AT4G14740	0.271075886	0.404926886	0.192175098	-0.479645986	-0.233830967	0.350439814	cluster3
AT4G15393	0.099328576	-0.525696314	1.012236541	-0.590263921	-2.342490966	-0.329993824	cluster3
AT4G18250	0.172464469	-0.345659309	1.995772932	0.395624825	-0.76247116	0.664934137	cluster3
AT4G18270	0.081658756	0.441738979	0.721564041	-0.660300239	-0.965309904	0.084107801	cluster3
AT4G19810	0.615448595	0.180715318	0.790408793	0.11262771	-0.131582299	-0.389582974	cluster3
AT4G21400	-0.208654639	0.291626393	0.976989032	-0.752296368	-1.664460389	-0.434024591	cluster3
AT4G22070	0.139539807	-0.241797603	1.134833475	-0.271641562	-0.855215466	-0.386277369	cluster3
AT4G23200	0.609757561	1.43780523	1.648244038	1.097045644	-0.599674645	0.194030337	cluster3
AT4G25090	-0.160548008	-0.753051097	0.593149247	-0.042813939	-1.476034668	-0.234147298	cluster3
AT4G29110	0.551440752	0.089191501	0.484193482	-0.173161652	-0.193175217	-0.532862532	cluster3
AT4G30600	0.240687517	0.270259494	0.102631184	0.046428765	-0.574529504	-0.28781126	cluster3
AT4G35380	-0.101455355	0.218300136	0.418408517	0.316446926	-1.154900255	-0.536855412	cluster3
AT4G38770	0.128076902	0.158692886	0.649720878	0.183035683	-0.737468056	-0.592409802	cluster3
AT4G39980	0.030512803	0.733511374	0.59446778	-0.181602321	-0.460929017	0.090738099	cluster3
AT5G05860	-0.063617251	-0.037430936	0.670981318	-0.655031614	0.375229987	-0.185549009	cluster3
AT5G11060	0.83578403	0.955047256	1.238012146	1.202938852	1.024090166	0.885312266	cluster3
AT5G19220	0.016917145	-0.031814608	0.228473714	0.03778161	-0.444544094	-0.666551363	cluster3
AT5G19250	0.207077275	0.054406383	0.657417795	0.14959698	-0.686753501	-0.450182116	cluster3
AT5G23980	0.05231223	-0.486419998	1.373109446	-0.68026414	-0.7852418	0.445299416	cluster3
AT5G23990	1.007387436	0.993537115	3.173515051	-0.67809372	-0.567813732	0.577412583	cluster3
AT5G25250	0.981472053	0.772801947	3.111716169	0.649445363	0.207353283	0.005938035	cluster3
AT5G25260	2.11623948	1.600016463	5.107841576	0.979358148	0.981201584	1.627149484	cluster3
AT5G40590	0.134751028	1.32579203	3.849831235	0.049217735	2.053558099	1.076925631	cluster3
AT5G43910	-0.019855174	0.050192766	0.915772779	-0.044862621	-0.57853513	0.070313076	cluster3
AT5G44340	-0.08847767	-0.357352711	0.108934232	-0.23495904	-0.777503128	-0.582077326	cluster3
AT5G45070	0.046165097	-0.076235285	0.461311295	0.419380459	-2.071897621	-1.19125322	cluster3
AT5G47380	0.244301945	0.184477727	0.068192693	-0.225078269	-0.959281775	-0.61409573	cluster3
AT5G48070	0.116899278	-0.014067754	0.864913018	0.200364706	-0.705488393	-0.364567726	cluster3
AT5G48657	-0.001764427	-0.339622222	0.423094092	-0.282932796	-1.066360953	-0.530859036	cluster3
AT5G49850	0.8075889	1.026120746	2.396617795	0.431592947	-0.784566363	1.345145749	cluster3
AT5G49870	-0.522929995	-0.449032195	0.738351743	-0.46847251	-0.842095538	-0.356207872	cluster3
AT5G54710	0.759166545	1.316000804	1.009992576	1.623651721	-0.939980761	-0.652373351	cluster3
AT5G54720	0.486098221	0.436407697	0.640801258	1.194278811	-1.162584666	-0.942214158	cluster3
AT5G54810	-0.003180329	-0.108179307	0.517296802	0.021196653	-0.65386835	-0.227127396	cluster3
AT5G57220	0.878391747	1.619411326	4.018544403	0.29447294	0.187068508	0.915543704	cluster3
AT5G59130	0.521199991	0.722576235	1.066960619	0.420115706	-0.862309158	0.02227334	cluster3
AT5G60680	1.328310892	1.352117201	2.147928111	1.756474826	1.956686931	1.670867224	cluster3
AT5G63180	0.753553608	-0.160863137	0.986655524	0.311719711	-0.425604949	0.18800684	cluster3
AT5G64100	-0.078239153	0.378142717	2.096042731	0.006684904	1.293604382	0.951594983	cluster3
AT5G65980	0.606316461	-0.484252819	1.835976875	-0.256612961	-1.808017384	-0.907114754	cluster3
AT1G02660	2.660026599	2.737063779	2.804204631	3.568007435	1.90894816	2.550449086	cluster4
AT1G09350	0.505187225	2.168760017	1.349133509	-0.701162994	1.821372621	-1.329962508	cluster4
AT1G10370	0.298927293	0.609417376	-0.43687751	0.316512753	-0.089342259	-1.547897169	cluster4
AT1G16370	1.191929886	2.092853739	0.393014709	1.740357936	1.293890053	-0.135218463	cluster4
AT1G16510	0.560219012	1.131426796	0.865339971	-0.404443522	0.977056877	-0.779916961	cluster4
AT1G17340	0.043821744	0.604783126	0.295597858	0.603232736	0.12001417	0.200799685	cluster4
AT1G17380	3.202986152	3.449940712	0.012787413	3.4647166	1.823889501	-0.783535051	cluster4
AT1G17420	1.607004466	2.999524179	0.032922561	1.467635444	1.382619801	-0.798969799	cluster4
AT1G17620	0.772864885	1.150922038	-0.088873704	1.114476708	-0.090883531	-0.558930293	cluster4
AT1G18210	0.397481608	0.961634048	0.241988471	0.644327737	0.271866148	-0.628312614	cluster4
AT1G18710	2.43448148	2.200805913	-0.718340462	0.313253093	0.54628291	-1.111970781	cluster4
AT1G19180	2.557888958	2.037736423	0.816500126	2.318379249	0.46378104	-0.535892725	cluster4
AT1G19200	1.326822547	0.954870294	0.062292817	-0.652727513	-0.17353663	-1.747992147	cluster4
AT1G26730	0.483032456	1.470803905	-0.14281429	2.010309275	-0.055439604	-0.420151974	cluster4
AT1G27730	4.327909958	1.773854406	1.481029665	3.570244309	0.107374311	-0.261065993	cluster4
AT1G27770	1.051160605	0.710504861	-0.193770714	1.745914024	-0.574952456	-0.368807583	cluster4
AT1G28380	0.975974433	0.348960806	0.175782873	0.731753999	-0.825140421	-0.40030166	cluster4
AT1G31580	0.358015713	0.814134849	0.048485523	0.658783073	0.249976254	-0.983152403	cluster4
AT1G56660	1.693940977	2.01699733	-0.592447081	2.131134952	0.526040074	-0.7403005	cluster4
AT1G62320	0.076818645	1.740117945	0.406271998	0.867572999	0.365360561	-0.210828091	cluster4
AT1G63750	1.068307167	0.4315153	0.24360231	1.732611585	-0.930135676	0.195210832	cluster4
AT1G63860	0.946634948	1.726597538	1.148077951	2.02956782	-0.279965062	0.835420107	cluster4
AT1G64400	0.562123689	0.783165167	0.330115676	0.967508428	-0.038405161	0.209399121	cluster4
AT1G65860	0.327377287	0.751457858	-0.134299328	0.673284643	-0.436983125	-0.411137497	cluster4
AT1G66090	3.217018006	1.200105589	1.567873792	5.38804629	0.780429453	0.312880772	cluster4
AT1G72450	1.397627395	2.391006907	0.797613132	1.327212114	0.880486823	0.518447439	cluster4
AT1G72520	2.932688801	2.987838281	-0.500218583	3.688642364	0.96852652	-1.72604089	cluster4
AT1G73805	2.019654515	1.726780525	1.497329328	3.933564388	0.1013352	-0.860589503	cluster4
AT1G74330	0.20101764	0.285427815	-0.422740131	0.698004808	-0.863578894	-0.569126909	cluster4
AT1G74430	1.027617289	1.949516269	0.202012044	1.521438386	0.143873565	0.284864531	cluster4
AT1G74950	0.788877231	1.75252288	0.126625387	1.246675983	0.505592667	-0.167227327	cluster4
AT1G76360	0.741422031	0.757433841	0.694003165	1.161813541	-0.330085205	0.536486289	cluster4
AT2G13790	0.142083669	1.098557233	0.222866502	0.671347668	0.414913613	-0.304038102	cluster4
AT2G14750	0.120158683	0.73723994	0.199103631	0.174403034	-0.285345965	-0.210506818	cluster4
AT2G16720	0.097321054	0.363874693	-0.556308814	0.839924223	-0.319355959	-0.232901376	cluster4
AT2G20610	0.081855175	0.594580758	0.073268036	0.157912513	-0.506732157	-0.581609359	cluster4
AT2G21510	1.943545106	3.078296203	1.097140004	2.941864038	1.324423979	0.536679261	cluster4
AT2G24330	0.248640151	0.535047938	-0.322703285	0.172187472	-0.580628785	-0.474257202	cluster4
AT2G24600	2.131026779	1.862030598	0.744651738	2.472250366	-0.022769214	-0.538222404	cluster4
AT2G25250	1.171333125	0.546884293	0.326664448	1.153799868	-0.622438634	0.149300056	cluster4
AT2G27080	3.214857221	2.492489383	0.262593222	3.505514438	0.834252191	0.449490764	cluster4
AT2G27690	0.97890886	3.243336523	0.141169267	1.645337332	1.031687034	-0.293165176	cluster4
AT2G35710	1.191032359	1.138302846	0.654183765	0.790153303	-0.645601038	-0.297439841	cluster4
AT2G38470	3.511185646	0.581408527	1.698753407	2.804278016	-0.514661644	0.270142079	cluster4
AT2G39650	2.067619404	0.894691003	0.307763257	2.37293868	-0.821822584	-0.41571601	cluster4
AT2G41100	1.472139582	1.869371607	1.829602191	2.101872211	1.52520808	0.632388473	cluster4
AT2G42530	2.525749749	2.144085241	1.523671853	2.312066862	1.005072901	-1.524602577	cluster4
AT2G43120	0.473151068	0.446523865	0.296842164	0.829110042	0.217117469	-0.157868218	cluster4
AT2G47060	1.04072125	0.592822861	-0.290511803	1.009378897	-0.548846249	-0.30789347	cluster4
AT3G01550	0.337742338	0.481066212	-0.053503463	0.198407577	-0.37703628	-0.671784401	cluster4
AT3G01830	4.686250625	4.115553601	1.758681215	4.497363382	0.343016075	-1.46051217	cluster4
AT3G10300	0.878720411	1.443494081	1.149733885	1.764296772	0.754199119	0.98456682	cluster4
AT3G14590	0.571749541	1.048304958	-0.232475517	1.083498439	0.214817413	-0.114319788	cluster4
AT3G16860	2.064997271	1.055873134	-1.067971139	2.144895989	-1.409438978	-1.441297029	cluster4
AT3G17770	0.660843247	0.807732773	0.020705551	0.999205158	0.327235249	0.071088556	cluster4
AT3G22231	0.253692203	1.140744832	-0.016998363	1.633068997	0.446799565	-1.355995791	cluster4
AT3G26910	0.314633182	0.045646348	0.275999882	0.65908235	0.08240609	0.050776401	cluster4
AT3G28210	1.08755938	1.507436958	1.662694854	2.543187814	1.705412923	1.017584542	cluster4
AT3G44190	0.303794179	0.589291011	-0.168369657	0.647914232	0.446484203	-0.81579248	cluster4
AT3G44260	4.051759185	1.702046593	0.407775541	3.20700294	-0.352484945	0.128925449	cluster4
AT3G44870	2.231039081	4.204174784	-0.3878031	2.670811294	-1.848948172	0.284898438	cluster4
AT3G45960	3.963964922	3.500410806	8.99E-06	3.847851966	0.81152351	-0.282731546	cluster4
AT3G47960	0.972761195	1.254328276	-0.3635622	0.997058545	0.101150247	-0.40897453	cluster4
AT3G50260	0.98155391	1.854673731	0.835284269	1.432283819	1.008129638	0.255741061	cluster4
AT3G50930	3.432203182	1.682030276	-0.053498165	2.90465649	0.06992909	-0.242018163	cluster4
AT3G54020	1.44434578	2.308676154	0.329871144	2.424502887	1.118874601	0.574619291	cluster4
AT3G55430	0.791226104	1.072741972	-0.18948182	1.410552581	0.204330995	-0.159414341	cluster4
AT3G55980	3.885587742	1.08222062	0.513136962	3.279468528	-0.479224972	-0.268003054	cluster4
AT3G60420	0.530478536	0.583806094	0.783968627	1.229227821	0.367355316	-1.210126918	cluster4
AT4G00970	0.012680991	0.987984877	0.024028242	0.939168715	-1.111222276	-1.034483809	cluster4
AT4G09820	0.898095788	0.941756678	0.59677649	1.374824484	0.269827935	-1.17305861	cluster4
AT4G10390	0.641212322	1.075641044	-0.291675989	0.514788061	-0.40629716	-0.761440003	cluster4
AT4G11280	3.092980364	1.505443083	0.098303319	2.884763375	-0.450095296	-0.932386039	cluster4
AT4G12030	-0.181278092	0.398754431	-0.009688966	-0.076890162	-0.912478021	-0.421244323	cluster4
AT4G12720	1.032195717	1.308319391	0.552474581	1.768320085	0.85956004	-0.215069258	cluster4
AT4G14370	1.46317318	1.226044669	0.391440711	1.639278541	-0.737728139	-0.419442549	cluster4
AT4G14680	0.039719755	1.004431297	0.271889309	0.461223675	0.222072046	-0.150810486	cluster4
AT4G17615	1.067079672	0.769319744	-0.218585697	1.10932612	-0.393372692	-0.208689854	cluster4
AT4G18010	0.571394596	0.941228083	0.763524025	0.832928463	-0.86324257	0.309615975	cluster4
AT4G18070	0.25663184	0.744035682	-0.016267767	0.339519368	-0.595430623	-0.461984544	cluster4
AT4G19520	0.601046867	1.170681697	0.49200987	1.930689456	-0.225184694	0.174553574	cluster4
AT4G19960	0.905903085	1.190280638	0.220441413	0.664890577	-0.48926389	-0.268084993	cluster4
AT4G21840	0.650348809	2.132941057	0.074959435	0.563322105	-0.006795107	0.037009676	cluster4
AT4G24960	0.191524985	1.063220819	-1.010931299	-0.081015623	0.861002683	-2.258600417	cluster4
AT4G26480	0.074600843	0.250336722	-0.205145437	0.063245455	-0.661531063	-0.637839607	cluster4
AT4G27070	-0.109918642	0.575235887	-0.275874306	0.298830001	-0.077199926	-0.558127403	cluster4
AT4G29780	4.968016213	1.540792785	0.124338763	4.093635107	-0.52204234	-0.639368282	cluster4
AT4G31800	1.942222856	3.388674196	1.210476307	2.481554961	0.827841832	0.399568569	cluster4
AT4G32800	0.340330677	1.257814697	-0.989279204	0.065148049	-0.620726575	-1.333920256	cluster4
AT4G33050	1.153577477	0.632733794	1.309685328	1.257478016	-0.854950785	-0.163550616	cluster4
AT4G33920	1.700303529	0.578503873	0.212437625	1.239986957	-0.728610628	-0.190774752	cluster4
AT4G34990	0.239290055	1.023108137	-0.73418663	0.307630256	-0.541162207	-0.591784752	cluster4
AT4G35985	1.580440931	2.174707397	0.512993669	2.326210676	1.232939819	0.173838098	cluster4
AT4G36010	0.715942565	2.116610015	0.369282063	1.257647016	0.646626528	-0.490540209	cluster4
AT4G39890	0.82517313	0.62638185	0.600778044	1.690093451	-0.258455327	0.065377164	cluster4
AT4G39940	-0.109717614	0.662454085	0.078528795	0.078873527	-0.543840745	-0.4173779	cluster4
AT5G01040	0.061387673	1.736894142	0.327226099	1.109108945	-0.68824924	-0.188708799	cluster4
AT5G01050	0.195097117	1.448666568	0.527477707	0.719680275	-0.536823278	-0.174922039	cluster4
AT5G01100	2.446430736	2.278071251	0.751290284	2.754552894	1.017688509	-0.275372038	cluster4
AT5G03350	0.405499104	1.194770983	0.260470888	0.667663041	0.247163803	-1.169675802	cluster4
AT5G07920	0.499343312	0.899514792	-0.230873849	0.781625837	-0.145582112	-0.413711614	cluster4
AT5G10550	0.21590012	0.439758488	0.029504656	1.530439064	0.035840393	0.284332088	cluster4
AT5G11790	0.318357997	0.628055431	0.208545949	0.066872544	-0.280015497	-0.375489903	cluster4
AT5G13220	0.589601926	2.606763061	0.256184946	1.472065247	1.113962766	-0.605437132	cluster4
AT5G13930	0.163094152	0.390382972	-0.387015939	0.625857587	-0.005940781	-2.125794998	cluster4
AT5G15970	0.490851579	1.089556197	0.948096728	0.412602629	1.111279847	-0.497345007	cluster4
AT5G16910	0.437386386	0.73689027	-0.022235911	0.781295167	-0.238923905	-0.388177597	cluster4
AT5G17460	0.521562056	1.049941905	0.929094261	-0.262297359	0.94486572	-0.485757576	cluster4
AT5G24010	-0.277342126	0.398305707	-0.30823186	0.388462591	-0.361043969	0.067787238	cluster4
AT5G24810	0.094458303	0.754203437	-0.046393748	0.398337856	-0.346229306	-0.852325216	cluster4
AT5G25930	0.918099568	0.391171808	0.786486049	1.429201323	-0.298659107	0.00951256	cluster4
AT5G26030	1.103505775	0.528024414	-0.394246533	1.033921951	-0.910772386	-0.918441154	cluster4
AT5G26920	2.412750023	0.924362783	2.503335055	2.26041517	-1.05901199	0.173570914	cluster4
AT5G35735	1.776103886	1.071806454	2.420347595	1.723556187	-0.129654284	1.157150562	cluster4
AT5G38710	0.360179305	2.212227125	0.413267602	1.160732461	0.857129758	-0.389326226	cluster4
AT5G39670	3.298886819	2.270251913	2.558857152	2.893588656	1.023404783	0.355379386	cluster4
AT5G39785	1.235891819	-0.172631264	0.0754995	0.486904638	-0.842006414	-0.962241567	cluster4
AT5G41740	1.249688151	0.065710542	-0.150358433	1.605780625	-1.147557007	-0.918575425	cluster4
AT5G41750	4.058571196	2.475331771	2.451692289	4.856178233	0.321968298	0.033286215	cluster4
AT5G42800	1.071804102	1.686731977	2.060774734	2.503397448	1.482791371	-0.62003297	cluster4
AT5G44070	0.46565762	0.38104679	0.751074797	0.571281524	-0.162287419	0.014857521	cluster4
AT5G45340	4.024276502	2.26509196	2.010689674	3.588085774	1.700014344	0.475405356	cluster4
AT5G48880	0.570208007	1.093879318	0.387323769	0.908074589	-0.210896191	-1.09852488	cluster4
AT5G49520	2.280372047	2.060940111	0.368147024	1.90834483	0.140164326	-0.415392155	cluster4
AT5G49900	0.155895478	0.555342836	-0.392610938	0.229767211	-0.673929661	-0.683794978	cluster4
AT5G52310	2.70054636	2.880343561	2.71568178	1.010284429	2.842314118	0.040440731	cluster4
AT5G56160	0.281667339	1.41172095	-0.1089859	0.615992601	-0.007672189	-0.073768782	cluster4
AT5G60310	0.139444997	0.689134993	0.13277394	1.209504887	-0.046128774	0.444802967	cluster4
AT5G62570	1.064648298	1.193344297	-0.210072619	1.314030798	-0.331716731	-0.462802127	cluster4
AT5G63770	0.326954768	0.847257522	-0.180146414	0.871128787	-0.700270303	-0.342639051	cluster4
AT1G03470	0.594459156	0.401789972	-0.315734995	0.764117789	-0.087751307	1.239447678	cluster5
AT1G03860	-0.180403004	-0.454990853	-0.309217402	-0.072149636	0.019318053	0.144158081	cluster5
AT1G11410	0.36449061	-0.117916099	-0.519223691	0.03188573	-0.611342657	0.113166649	cluster5
AT1G14360	0.302755582	0.156634324	0.018655315	0.716406666	1.353953331	0.801151641	cluster5
AT1G21350	-0.243910584	-0.263498938	-0.297945212	0.07163964	0.457926551	0.509529331	cluster5
AT1G24148	0.714776588	0.528176204	0.114792016	0.501016499	0.1020262	0.994619816	cluster5
AT1G26440	-0.122635997	-0.493809164	-0.06085785	-0.561036334	-0.461377404	0.894936102	cluster5
AT1G27090	0.02848558	-0.303302969	0.090385978	0.176673049	0.244127779	0.385697226	cluster5
AT1G28670	-0.270099338	-0.31666671	-0.305865726	-0.330104391	-0.062516795	0.635221477	cluster5
AT1G30500	1.458353102	0.9601266	-0.057561941	0.476852377	0.62721111	1.173976429	cluster5
AT1G32090	-0.142012239	-0.321823361	-0.214133735	0.31784421	0.307850773	0.580737831	cluster5
AT1G32780	0.493073621	0.272889176	-0.210207881	0.253068401	0.387334959	1.04240647	cluster5
AT1G43800	0.367985551	-2.396444795	-1.115171151	-0.021835852	0.638184962	0.7498522	cluster5
AT1G48700	-0.558192477	-2.170086056	-2.697161856	0.346663803	2.043098889	1.763284484	cluster5
AT1G56610	0.266325395	0.050673853	-0.577240763	-0.097598314	-0.29492031	0.277054871	cluster5
AT1G58030	0.115591186	-0.177563387	-0.229018728	-0.065525136	-0.009469457	0.340640342	cluster5
AT1G63090	1.255156219	0.746113638	0.537696326	1.268816461	1.007526143	1.495967714	cluster5
AT1G63690	-0.05874208	-0.569291696	-0.062333425	-0.284579019	-0.569730109	0.514912682	cluster5
AT1G65040	0.196218696	-0.024884751	-0.101883138	0.153448224	0.867125706	0.697166854	cluster5
AT2G01100	-0.071550322	-0.059682218	-0.310742041	0.016007348	0.357068424	0.477653858	cluster5
AT2G01220	0.026867418	-0.065798898	-0.154092914	-0.182478169	-0.182422559	0.431184575	cluster5
AT2G01990	-0.112256423	-0.022875399	-0.341371659	-1.39408029	-0.14540495	0.059797485	cluster5
AT2G02770	-0.402658746	-0.279971239	-0.10238714	-0.156402433	-0.343775902	0.492828503	cluster5
AT2G02780	-0.090973378	-0.412337488	-0.329082564	-0.484634281	-0.400315848	0.126051602	cluster5
AT2G02810	0.550545242	0.264197976	0.246214025	1.02236565	1.621234913	1.10461451	cluster5
AT2G17900	-0.229904304	-0.536589422	-0.198484334	-0.027382625	0.360567699	0.319093233	cluster5
AT2G18480	0.16827273	-0.550021067	-1.568775933	-0.934570778	-1.086985515	-0.564981279	cluster5
AT2G24120	-0.043513534	-0.419398075	-0.894686553	-0.432181816	-0.570357498	-0.155154045	cluster5
AT2G24650	-0.142395307	-0.49937749	-0.126939865	-0.339692205	-0.116782839	0.524960776	cluster5
